H01|010201|602474|2019-11-30|LBBPRK|0500|0|
D01|001|555|0194|30|20|20191107|20191209|1|7.00|1000000000|0||5000000|4410959||
D01|001|014|0194|10|20|20060717||1|0.25|1038131001|0||0|0||
D01|001|110|0194|10|20|20070528||1|0.25|20980061|0||0|0||
D01|001|022|0194|10|20|20060205||1|0.25|111758817|0||0|0||
D01|001|011|0194|10|20|20101108||1|1.75|3656341448|0||0|0||
D01|001|013|0194|10|20|20110128||1|4.00|15510705395|0||0|0||
D01|001|002|0194|10|20|20120806||1|1.50|476780421|0||0|0||
D01|001|019|0194|10|20|20060717||1|2.50|697073044|0||0|0||
D01|001|008|0194|10|20|20130704||1|0.50|270654291|0||0|0||
D01|001|016|0194|10|20|20140812||1|0.25|22133371|0||0|0||
D01|001|484|0194|10|20|20170209||1|0.25|15699904|0||0|0||
D01|001|011|0194|10|20|20180907||1|4.75|31348378665|0||0|0||
D01|001|011|0194|20|20|20120302||1|2.75|1060548134|0||5302741|0||
D01|001|555|0194|30|20|20191107|20191209|1|7.00|1000000000|0||5000000|4410959||
D01|001|555|0194|30|20|20191108|20191209|1|7.00|2000000000|0||10000000|8438356||
D01|001|555|0194|30|20|20191111|20191209|1|7.00|1000000000|0||5000000|3643836||
D01|001|555|0194|30|20|20191111|20191209|1|7.00|1000000000|0||5000000|3643836||
D01|001|555|0194|30|20|20191111|20191211|1|7.00|1000000000|0||5000000|3643836||
D01|001|555|0194|30|20|20191112|20191212|1|7.00|1000000000|0||5000000|3452055||
D01|001|555|0194|30|20|20191113|20191213|1|7.00|1000000000|0||5000000|3260274||
D01|001|555|0194|30|20|20191114|20191216|1|7.00|1000000000|0||5000000|3068493||
D01|001|555|0194|30|20|20191125|20191224|1|7.00|1000000000|0||5000000|958904||
D01|001|016|0194|20|20|20070802||1|4.75|10442241935|0||52111210|0||
D01|001|147|0194|20|20|20141217||1|0.25|87211898|0||436059|0||
D01|001|147|0194|20|20|20170413||1|5.75|3040921698|0||15204608|0||
D01|001|147|0194|30|20|20191109|20191209|1|8.00|2000000000|0||10000000|9037479||
D01|001|147|0194|30|20|20191110|20191210|1|8.00|2000000000|0||10000000|8767123||
D01|001|147|0194|30|20|20191116|20191216|1|8.00|1000000000|0||5000000|3068493||
D01|001|147|0194|30|20|20191123|20191223|1|8.00|1000000000|0||5000000|1534246||
D01|001|600483|0117|30|20|20191113|20191213|1|9.00|500000000|0||2500000|2095890||00
D01|001|600483|0117|30|20|20191124|20191224|1|9.25|1000000000|0||5000000|1520548||00
D01|001|602674|0117|30|20|20191103|20191203|1|9.50|300000000|0||1500000|1997260||00
D01|001|602674|0117|30|20|20191111|20191211|1|9.00|700000000|0||3500000|3149282||00
D01|001|600017|0294|30|20|20191117|20191217|1|8.50|1000000000|0||5000000|3027397||00
D01|001|602052|0116|30|20|20191108|20191208|1|9.25|500000000|0||2500000|2712329||00
D01|001|600395|0194|30|20|20191108|20191208|1|9.00|500000000|0||2500000|2712329||00
D01|001|600395|0194|30|20|20191110|20191210|1|9.00|500000000|0||2500000|2326653||00
D01|001|600395|0194|30|20|20191117|20191217|1|9.00|500000000|0||2500000|1493640||00
D01|001|600437|0114|30|20|20191119|20191219|1|9.00|1000000000|0||5000000|2465753||00
D01|001|600017|0294|30|20|20191105|20191205|1|8.50|2000000000|0||10000000|11643836||00
D01|001|555|0194|30|20|20191111|20191211|1|7.00|1000000000|0||5000000|3643836||
D01|001|555|0194|30|20|20191112|20191212|1|7.00|2000000000|0||10000000|6904110||
D01|001|555|0194|30|20|20191113|20191213|1|7.00|2000000000|0||10000000|6520548||
D01|001|555|0194|30|20|20191118|20191217|1|7.00|1000000000|0||5000000|2301370||
D01|001|555|0194|30|20|20191118|20191218|1|7.00|2000000000|0||10000000|4602740||
D01|001|555|0194|30|20|20191125|20191224|1|7.00|1000000000|0||5000000|958904||
D01|001|555|0194|30|20|20191127|20191227|1|7.00|1000000000|0||5000000|575342||
D01|001|555|0194|30|20|20191126|20191226|1|7.00|1000000000|0||5000000|767123||
D01|001|212|0194|30|20|20191125|20191225|1|8.00|2000000000|0||10000000|2191781||
D01|001|601044|7291|30|20|20191114|20191214|1|8.00|2000000000|0||10000000|7013699||00
D01|001|601044|7291|30|20|20191124|20191224|1|8.75|2000000000|0||10000000|2876712||00
D01|001|147|0194|30|20|20191102|20191202|1|8.00|2000000000|0||10000000|12273973||
D01|001|147|0194|30|20|20191103|20191203|1|8.00|2000000000|0||10000000|11835616||
D01|001|147|0194|30|20|20191109|20191209|1|8.00|1000000000|0||5000000|4602740||
D01|001|147|0194|30|20|20191123|20191223|1|8.00|2000000000|0||10000000|3068493||
D01|001|600437|0114|30|20|20191102|20191202|1|9.25|1000000000|0||5000000|6842466||00
D01|001|212|0194|10|20|20191023||1|8.00|10100200000|0||0|0||
D01|001|147|0194|30|20|20191101|20191201|1|8.00|2000000000|0||10000000|12712329||
D01|001|555|0194|30|20|20191111|20191209|1|70.00|2000000000|0||10000000|7288||
