H01|010201|602474|2019-11-30|LBBPRK|1400|0|
D01|001|2299010100|173507273
D01|001|2299010201|1295418
D01|001|2299010202|871478588
D01|001|2299010301|0
D01|001|2299010302|0
D01|001|2299010401|0
D01|001|2299010402|0
D01|001|2299010501|0
D01|001|2299010502|0
D01|001|2299019900|0
D01|001|2299020000|0
D01|001|2299030000|0
D01|001|2299040000|0
D01|001|2299050000|0
D01|001|2299060000|240044012
D01|001|2299070000|0
D01|001|2299990000|0
D01|002|2299010100|11230298
D01|002|2299010201|0
D01|002|2299010202|87075448
D01|002|2299010301|0
D01|002|2299010302|0
D01|002|2299010401|0
D01|002|2299010402|0
D01|002|2299010501|0
D01|002|2299010502|0
D01|002|2299019900|0
D01|002|2299020000|0
D01|002|2299030000|0
D01|002|2299040000|0
D01|002|2299050000|0
D01|002|2299060000|0
D01|002|2299070000|0
D01|002|2299990000|0
D01|003|2299010100|14799079
D01|003|2299010201|0
D01|003|2299010202|39466949
D01|003|2299010301|0
D01|003|2299010302|0
D01|003|2299010401|0
D01|003|2299010402|0
D01|003|2299010501|0
D01|003|2299010502|0
D01|003|2299019900|0
D01|003|2299020000|0
D01|003|2299030000|0
D01|003|2299040000|0
D01|003|2299050000|0
D01|003|2299060000|0
D01|003|2299070000|0
D01|003|2299990000|0
